,children,dob_years,education_id,family_status_id,gender,income_type,debt,total_income,purpose,years_employed,lemmas_purpose
203,0,56.0,1,0,M,сотрудник,0,163774.77,строительство собственной недвижимости,7.754,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
204,0,61.0,1,0,F,пенсионер,0,181307.8,строительство жилой недвижимости,38.2,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
205,1,31.0,0,0,F,сотрудник,0,145017.94,на покупку подержанного автомобиля,4.465,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
206,0,54.0,1,0,F,пенсионер,0,267172.72,получение образования,41.53,"['получение', ' ', 'образование', '\n']"
207,0,37.0,1,4,F,сотрудник,0,112735.88,покупка своего жилья,3.705,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
208,0,22.0,1,1,M,компаньон,0,162492.02,профильное образование,2.053,"['профильный', ' ', 'образование', '\n']"
209,2,38.0,0,0,F,сотрудник,0,195133.39,операции с коммерческой недвижимостью,0.744,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
210,2,55.0,3,2,F,пенсионер,0,160635.12,строительство жилой недвижимости,39.06,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
211,0,41.0,3,1,F,сотрудник,0,36649.08,сделка с подержанным автомобилем,1.582,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
212,0,48.0,0,4,M,госслужащий,0,239697.61,приобретение автомобиля,16.06,"['приобретение', ' ', 'автомобиль', '\n']"
213,1,38.0,0,1,M,сотрудник,1,231389.83,на покупку автомобиля,1.927,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
214,2,41.0,2,0,F,сотрудник,0,314547.0,покупка жилья для семьи,3.62,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
215,0,42.0,0,4,F,компаньон,0,260465.39,операции с недвижимостью,0.2189,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
216,0,22.0,0,1,F,сотрудник,0,118757.77,образование,0.9756,"['образование', '\n']"
217,0,54.0,1,1,F,пенсионер,0,269589.0,строительство собственной недвижимости,43.9,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
218,1,34.0,1,0,F,сотрудник,1,213214.1,на покупку своего автомобиля,8.016,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
219,0,21.0,2,1,F,компаньон,0,86954.92,операции с коммерческой недвижимостью,1.637,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
220,1,23.0,2,1,F,компаньон,0,145017.94,сыграть свадьбу,4.465,"['сыграть', ' ', 'свадьба', '\n']"
221,0,65.0,1,2,F,пенсионер,0,178464.08,автомобили,43.8,"['автомобиль', '\n']"
222,0,32.0,0,0,M,компаньон,0,188982.67,покупка жилой недвижимости,0.3987,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
223,0,61.0,1,3,F,пенсионер,0,110251.17,операции с коммерческой недвижимостью,38.56,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
224,2,41.0,1,0,F,компаньон,0,94587.13,покупка своего жилья,2.809,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
225,0,52.0,1,0,F,сотрудник,0,153892.27,строительство недвижимости,1.191,"['строительство', ' ', 'недвижимость', '\n']"
226,1,30.0,1,0,F,госслужащий,0,132754.36,получение высшего образования,5.664,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
227,1,64.0,0,1,F,сотрудник,0,142424.64,жилье,4.35,"['жилье', '\n']"
228,0,60.0,1,4,F,пенсионер,0,190426.12,ремонт жилью,38.72,"['ремонт', ' ', 'жилье', '\n']"
229,0,73.0,1,2,F,пенсионер,0,136897.02,сделка с подержанным автомобилем,38.44,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
230,1,28.0,1,1,M,компаньон,1,188585.64,свадьба,5.613,"['свадьба', '\n']"
231,1,41.0,1,0,F,сотрудник,1,112090.59,покупка жилья для семьи,0.395,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
232,0,49.0,1,1,F,сотрудник,0,74616.875,свадьба,10.42,"['свадьба', '\n']"
233,1,50.0,1,0,F,сотрудник,0,143391.08,на покупку автомобиля,4.043,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
234,0,52.0,1,4,F,сотрудник,0,140447.69,профильное образование,16.06,"['профильный', ' ', 'образование', '\n']"
235,0,50.0,1,0,F,сотрудник,0,125165.94,жилье,2.826,"['жилье', '\n']"
236,0,59.0,1,0,F,пенсионер,0,142956.55,на покупку автомобиля,45.2,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
237,2,37.0,1,0,M,сотрудник,0,202689.75,покупка недвижимости,7.082,"['покупка', ' ', 'недвижимость', '\n']"
238,0,44.0,1,1,F,сотрудник,0,235437.4,на проведение свадьбы,1.939,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
239,0,43.0,1,0,M,сотрудник,0,436688.78,операции с недвижимостью,14.43,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
240,0,47.0,1,2,F,компаньон,0,132797.25,покупка коммерческой недвижимости,13.625,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
241,0,47.0,1,0,M,сотрудник,0,145017.94,строительство собственной недвижимости,4.465,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
242,0,58.0,1,0,F,госслужащий,0,145017.94,покупка своего жилья,4.465,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
243,0,49.0,0,1,M,компаньон,0,383743.16,свадьба,1.273,"['свадьба', '\n']"
244,0,48.0,1,1,F,сотрудник,0,130945.61,высшее образование,2.41,"['высокий', ' ', 'образование', '\n']"
245,0,50.0,1,3,M,сотрудник,0,197169.81,покупка жилой недвижимости,5.297,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
246,1,40.0,1,0,F,компаньон,0,158350.08,строительство недвижимости,4.38,"['строительство', ' ', 'недвижимость', '\n']"
247,1,60.0,0,0,F,пенсионер,1,145017.94,заняться высшим образованием,41.66,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
248,0,31.0,1,0,M,сотрудник,0,259511.2,покупка жилой недвижимости,8.58,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
249,0,29.0,0,0,F,сотрудник,0,188190.34,получение высшего образования,4.426,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
250,0,54.0,0,0,F,сотрудник,0,145017.94,сделка с подержанным автомобилем,4.465,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
251,0,71.0,1,2,F,пенсионер,0,138877.16,покупка коммерческой недвижимости,43.44,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
252,1,35.0,1,0,F,компаньон,0,230040.12,покупка жилья,15.875,"['покупка', ' ', 'жилье', '\n']"
253,0,63.0,1,2,F,пенсионер,0,91947.766,получение высшего образования,40.84,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
254,2,44.0,0,0,F,компаньон,0,327126.75,жилье,2.576,"['жилье', '\n']"
255,0,45.0,1,0,M,сотрудник,0,119879.16,покупка жилья,17.47,"['покупка', ' ', 'жилье', '\n']"
256,0,52.0,1,0,F,сотрудник,0,82913.08,дополнительное образование,4.605,"['дополнительный', ' ', 'образование', '\n']"
257,0,49.0,0,0,M,сотрудник,0,204544.95,операции с жильем,2.396,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
258,1,47.0,1,1,M,сотрудник,0,149082.7,свадьба,2.549,"['свадьба', '\n']"
259,0,29.0,0,1,F,сотрудник,0,211975.52,свадьба,4.414,"['свадьба', '\n']"
260,1,29.0,1,1,F,компаньон,0,286533.88,покупка жилья для семьи,4.684,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
261,0,51.0,1,0,F,компаньон,0,143913.55,операции с жильем,7.285,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
262,0,44.0,1,0,F,сотрудник,0,168586.39,покупка недвижимости,4.434,"['покупка', ' ', 'недвижимость', '\n']"
263,0,52.0,1,0,F,пенсионер,0,75225.836,строительство жилой недвижимости,43.8,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
264,2,40.0,1,3,F,сотрудник,0,145017.94,недвижимость,4.465,"['недвижимость', '\n']"
265,2,48.0,1,0,M,компаньон,0,215985.44,строительство недвижимости,7.914,"['строительство', ' ', 'недвижимость', '\n']"
266,0,59.0,1,0,F,пенсионер,0,93391.58,недвижимость,37.7,"['недвижимость', '\n']"
267,0,68.0,0,0,F,пенсионер,0,161112.52,операции с коммерческой недвижимостью,38.1,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
268,2,29.0,0,4,M,сотрудник,0,266642.0,покупка жилья,7.88,"['покупка', ' ', 'жилье', '\n']"
269,2,37.0,1,0,F,сотрудник,1,80334.09,на покупку подержанного автомобиля,0.4,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
270,3,43.5,1,0,F,сотрудник,0,102166.46,ремонт жилью,5.13,"['ремонт', ' ', 'жилье', '\n']"
271,0,66.0,1,2,F,пенсионер,0,61441.445,автомобиль,39.78,"['автомобиль', '\n']"
